Title: test opamp tran
Date: Mon May  5 16:25:41  2025
Command: ngspice-44.2, Build 
Plotname: Transient Analysis
Flags: real
No. Variables: 3
No. Points: 474
Variables:
	0	time	time
	1	v(vout3)	voltage
	2	v(visr)	voltage
Values:
	4.999014977359152e-01
	5.000000000000000e-01

 126	8.672734851874263e-05
	4.999622023480318e-01
	5.000000000000000e-01

 127	8.772734851874263e-05
	4.999029412527803e-01
	5.000000000000000e-01

 128	8.872734851874263e-05
	4.999608048695229e-01
	5.000000000000000e-01

 129	8.972734851874262e-05
	4.999043159651530e-01
	5.000000000000000e-01

 130	9.072734851874262e-05
	4.999594734139579e-01
	5.000000000000000e-01

 131	9.172734851874262e-05
	4.999056259644670e-01
	5.000000000000000e-01

 132	9.272734851874261e-05
	4.999582051583900e-01
	5.000000000000000e-01

 133	9.372734851874261e-05
	4.999068732544668e-01
	5.000000000000000e-01

 134	9.472734851874261e-05
	4.999569967785045e-01
	5.000000000000000e-01

 135	9.572734851874261e-05
	4.999080614658144e-01
	5.000000000000000e-01

 136	9.672734851874260e-05
	4.999558455622387e-01
	5.000000000000000e-01

 137	9.772734851874260e-05
	4.999091936423937e-01
	5.000000000000000e-01

 138	9.872734851874260e-05
	4.999547486888176e-01
	5.000000000000000e-01

 139	9.972734851874260e-05
	4.999102719992623e-01
	5.000000000000000e-01

 140	1.007273485187426e-04
	4.999537034177552e-01
	5.000000000000000e-01

 141	1.017273485187426e-04
	4.999112992765605e-01
	5.000000000000000e-01

 142	1.027273485187426e-04
	4.999527079066030e-01
	5.000000000000000e-01

 143	1.037273485187426e-04
	4.999122775273594e-01
	5.000000000000000e-01

 144	1.047273485187426e-04
	4.999517594028940e-01
	5.000000000000000e-01

 145	1.057273485187426e-04
	4.999132103576818e-01
	5.000000000000000e-01

 146	1.067273485187426e-04
	4.999508545942757e-01
	5.000000000000000e-01

 147	1.077273485187426e-04
	4.999140990618383e-01
	5.000000000000000e-01

 148	1.087273485187426e-04
	4.999499926690207e-01
	5.000000000000000e-01

 149	1.097273485187426e-04
	4.999149460684912e-01
	5.000000000000000e-01

 150	1.107273485187426e-04
	4.999491708841159e-01
	5.000000000000000e-01

 151	1.117273485187426e-04
	4.999157539692282e-01
	5.000000000000000e-01

 152	1.127273485187426e-04
	4.999483867301814e-01
	5.000000000000000e-01

 153	1.137273485187426e-04
	4.999165240745992e-01
	5.000000000000000e-01

 154	1.147273485187426e-04
	4.999476396212663e-01
	5.000000000000000e-01

 155	1.157273485187426e-04
	4.999172578081337e-01
	5.000000000000000e-01

 156	1.167273485187425e-04
	4.999469275001023e-01
	5.000000000000000e-01

 157	1.177273485187425e-04
	4.999179572051862e-01
	5.000000000000000e-01

 158	1.187273485187425e-04
	4.999462485789196e-01
	5.000000000000000e-01

 159	1.197273485187425e-04
	4.999186238931365e-01
	5.000000000000000e-01

 160	1.207273485187425e-04
	4.999456008767871e-01
	5.000000000000000e-01

 161	1.217273485187425e-04
	4.999192605468421e-01
	5.000000000000000e-01

 162	1.227273485187425e-04
	4.999449826675202e-01
	5.000000000000000e-01

 163	1.237273485187425e-04
	4.999198672662178e-01
	5.000000000000000e-01

 164	1.247273485187425e-04
	4.999443936758026e-01
	5.000000000000000e-01

 165	1.257273485187425e-04
	4.999204450934454e-01
	5.000000000000000e-01

 166	1.267273485187425e-04
	4.999438321863053e-01
	5.000000000000000e-01

 167	1.277273485187425e-04
	4.999209968805525e-01
	5.000000000000000e-01

 168	1.287273485187425e-04
	4.999432959079846e-01
	5.000000000000000e-01

 169	1.297273485187425e-04
	4.999215233581943e-01
	5.000000000000000e-01

 170	1.307273485187425e-04
	4.999427842698901e-01
	5.000000000000000e-01

 171	1.317273485187425e-04
	4.999220251527385e-01
	5.000000000000000e-01

 172	1.327273485187425e-04
	4.999422969994020e-01
	5.000000000000000e-01

 173	1.337273485187425e-04
	4.999225037757184e-01
	5.000000000000000e-01

 174	1.347273485187425e-04
	4.999418311557882e-01
	5.000000000000000e-01

 175	1.357273485187425e-04
	4.999229610317167e-01
	5.000000000000000e-01

 176	1.367273485187425e-04
	4.999413869358701e-01
	5.000000000000000e-01

 177	1.377273485187425e-04
	4.999233965143430e-01
	5.000000000000000e-01

 178	1.387273485187425e-04
	4.999409634478876e-01
	5.000000000000000e-01

 179	1.397273485187425e-04
	4.999238126769611e-01
	5.000000000000000e-01

 180	1.407273485187425e-04
	4.999405586273760e-01
	5.000000000000000e-01

 181	1.417273485187425e-04
	4.999242093234625e-01
	5.000000000000000e-01

 182	1.427273485187425e-04
	4.999401732328438e-01
	5.000000000000000e-01

 183	1.437273485187425e-04
	4.999245875522758e-01
	5.000000000000000e-01

 184	1.447273485187425e-04
	4.999398049399493e-01
	5.000000000000000e-01

 185	1.457273485187425e-04
	4.999249490331627e-01
	5.000000000000000e-01

 186	1.467273485187425e-04
	4.999394535327921e-01
	5.000000000000000e-01

 187	1.477273485187425e-04
	4.999252937310524e-01
	5.000000000000000e-01

 188	1.487273485187425e-04
	4.999391177050030e-01
	5.000000000000000e-01

 189	1.497273485187425e-04
	4.999256231031250e-01
	5.000000000000000e-01

 190	1.507273485187425e-04
	4.999387978520033e-01
	5.000000000000000e-01

 191	1.517273485187424e-04
	4.999259363678870e-01
	5.000000000000000e-01

 192	1.527273485187424e-04
	4.999384929231735e-01
	5.000000000000000e-01

 193	1.537273485187424e-04
	4.999262357522284e-01
	5.000000000000000e-01

 194	1.547273485187424e-04
	4.999382011734556e-01
	5.000000000000000e-01

 195	1.557273485187424e-04
	4.999265221376643e-01
	5.000000000000000e-01

 196	1.567273485187424e-04
	4.999379226688920e-01
	5.000000000000000e-01

 197	1.577273485187424e-04
	4.999267942029388e-01
	5.000000000000000e-01

 198	1.587273485187424e-04
	4.999376582084289e-01
	5.000000000000000e-01

 199	1.597273485187424e-04
	4.999270543708460e-01
	5.000000000000000e-01

 200	1.607273485187424e-04
	4.999374043812010e-01
	5.000000000000000e-01

 201	1.617273485187424e-04
	4.999273030180518e-01
	5.000000000000000e-01

 202	1.627273485187424e-04
	4.999371624266894e-01
	5.000000000000000e-01

 203	1.637273485187424e-04
	4.999275400356681e-01
	5.000000000000000e-01

 204	1.647273485187424e-04
	4.999369318148498e-01
	5.000000000000000e-01

 205	1.657273485187424e-04
	4.999277661500910e-01
	5.000000000000000e-01

 206	1.667273485187424e-04
	4.999367114165553e-01
	5.000000000000000e-01

 207	1.677273485187424e-04
	4.999279823963837e-01
	5.000000000000000e-01

 208	1.687273485187424e-04
	4.999365006299220e-01
	5.000000000000000e-01

 209	1.697273485187424e-04
	4.999281886571453e-01
	5.000000000000000e-01

 210	1.707273485187424e-04
	4.999363005729221e-01
	5.000000000000000e-01

 211	1.717273485187424e-04
	4.999283846450914e-01
	5.000000000000000e-01

 212	1.727273485187424e-04
	4.999361089385645e-01
	5.000000000000000e-01

 213	1.737273485187424e-04
	4.999285725367956e-01
	5.000000000000000e-01

 214	1.747273485187424e-04
	4.999359266100287e-01
	5.000000000000000e-01

 215	1.757273485187424e-04
	4.999287510791840e-01
	5.000000000000000e-01

 216	1.767273485187424e-04
	4.999357515666336e-01
	5.000000000000000e-01

 217	1.777273485187424e-04
	4.999289233371926e-01
	5.000000000000000e-01

 218	1.787273485187424e-04
	4.999355844234877e-01
	5.000000000000000e-01

 219	1.797273485187424e-04
	4.999290860818037e-01
	5.000000000000000e-01

 220	1.807273485187424e-04
	4.999354262411471e-01
	5.000000000000000e-01

 221	1.817273485187424e-04
	4.999292411573264e-01
	5.000000000000000e-01

 222	1.827273485187424e-04
	4.999352748593161e-01
	5.000000000000000e-01

 223	1.837273485187424e-04
	4.999293896896529e-01
	5.000000000000000e-01

 224	1.847273485187424e-04
	4.999351299704077e-01
	5.000000000000000e-01

 225	1.857273485187424e-04
	4.999295316938812e-01
	5.000000000000000e-01

 226	1.867273485187424e-04
	4.999349917608504e-01
	5.000000000000000e-01

 227	1.877273485187423e-04
	4.999296665241540e-01
	5.000000000000000e-01

 228	1.887273485187423e-04
	4.999348608022654e-01
	5.000000000000000e-01

 229	1.897273485187423e-04
	4.999297947288540e-01
	5.000000000000000e-01

 230	1.907273485187423e-04
	4.999347354526219e-01
	5.000000000000000e-01

 231	1.917273485187423e-04
	4.999299182749478e-01
	5.000000000000000e-01

 232	1.927273485187423e-04
	4.999346146217937e-01
	5.000000000000000e-01

 233	1.937273485187423e-04
	4.999300359708493e-01
	5.000000000000000e-01

 234	1.947273485187423e-04
	4.999345008143205e-01
	5.000000000000000e-01

 235	1.957273485187423e-04
	4.999301475197695e-01
	5.000000000000000e-01

 236	1.967273485187423e-04
	4.999343915141393e-01
	5.000000000000000e-01

 237	1.977273485187423e-04
	4.999302542190552e-01
	5.000000000000000e-01

 238	1.987273485187423e-04
	4.999342877585919e-01
	5.000000000000000e-01

 239	1.997273485187423e-04
	4.999303564463532e-01
	5.000000000000000e-01

 240	2.007273485187423e-04
	4.999341878668592e-01
	5.000000000000000e-01

 241	2.010000010000000e-04
	4.999305761916690e-01
	5.000000000000000e-01

 242	2.010000011000000e-04
	4.993910078879489e-01
	4.799999989957139e-01

 243	2.010000013000000e-04
	4.983959205681535e-01
	4.399999969871417e-01

 244	2.010000017000000e-04
	4.964547126554734e-01
	3.599999983910080e-01

 245	2.010000020000000e-04
	4.950136754867898e-01
	3.000000000000000e-01

 246	2.010000020800000e-04
	4.950735781564723e-01
	3.000000000000000e-01

 247	2.010000022400000e-04
	4.950997625953700e-01
	3.000000000000000e-01

 248	2.010000025600000e-04
	4.950968621719183e-01
	3.000000000000000e-01

 249	2.010000032000000e-04
	4.951087642699254e-01
	3.000000000000000e-01

 250	2.010000044800000e-04
	4.950999640099513e-01
	3.000000000000000e-01

 251	2.010000070399999e-04
	4.951078332207265e-01
	3.000000000000000e-01

 252	2.010000121599999e-04
	4.950944822707891e-01
	3.000000000000000e-01

 253	2.010000223999999e-04
	4.950953817124923e-01
	3.000000000000000e-01

 254	2.010000428799998e-04
	4.950702507265541e-01
	3.000000000000000e-01

 255	2.010000838399996e-04
	4.950479169421898e-01
	3.000000000000000e-01

 256	2.010001657599993e-04
	4.949800308858072e-01
	3.000000000000000e-01

 257	2.010003295999986e-04
	4.948849890719660e-01
	3.000000000000000e-01

 258	2.010006572799973e-04
	4.947174206805499e-01
	3.000000000000000e-01

 259	2.010013126399947e-04
	4.945670718730411e-01
	3.000000000000000e-01

 260	2.010026233599895e-04
	4.946507945063858e-01
	3.000000000000000e-01

 261	2.010052447999790e-04
	4.955479172558436e-01
	3.000000000000000e-01

 262	2.010104876799581e-04
	4.975401719312037e-01
	3.000000000000000e-01

 263	2.010209734399162e-04
	4.997705720362842e-01
	3.000000000000000e-01

 264	2.010419449598324e-04
	5.021070135721901e-01
	3.000000000000000e-01

 265	2.010838879996648e-04
	4.995116507983448e-01
	3.000000000000000e-01

 266	2.011550205616528e-04
	4.822724231179544e-01
	3.000000000000000e-01

 267	2.012700049573187e-04
	4.579358543035075e-01
	3.000000000000000e-01

 268	2.014761377354015e-04
	4.190385138266381e-01
	3.000000000000000e-01

 269	2.018884032915671e-04
	3.425124705496847e-01
	3.000000000000000e-01

 270	2.027129344038983e-04
	2.596734507014207e-01
	3.000000000000000e-01

 271	2.028379344038983e-04
	2.640783810396612e-01
	3.000000000000000e-01

 272	2.030879344038983e-04
	2.794243274001356e-01
	3.000000000000000e-01

 273	2.034417991177166e-04
	3.029120862352723e-01
	3.000000000000000e-01

 274	2.037915520117427e-04
	3.086574967859465e-01
	3.000000000000000e-01

 275	2.042449603889640e-04
	3.010483201732224e-01
	3.000000000000000e-01

 276	2.047978527505799e-04
	2.985675405371863e-01
	3.000000000000000e-01

 277	2.053727547561516e-04
	2.994999316500924e-01
	3.000000000000000e-01

 278	2.063727547561516e-04
	3.004403511055180e-01
	3.000000000000000e-01

 279	2.073727547561516e-04
	2.996903203622580e-01
	3.000000000000000e-01

 280	2.083727547561516e-04
	2.999593286774140e-01
	3.000000000000000e-01

 281	2.093727547561516e-04
	2.999967380727247e-01
	3.000000000000000e-01

 282	2.103727547561516e-04
	2.998654026976907e-01
	3.000000000000000e-01

 283	2.113727547561516e-04
	2.999954244609209e-01
	3.000000000000000e-01

 284	2.123727547561516e-04
	2.998810319461601e-01
	3.000000000000000e-01

 285	2.133727547561516e-04
	2.999804492600943e-01
	3.000000000000000e-01

 286	2.143727547561516e-04
	2.998794517810798e-01
	3.000000000000000e-01

 287	2.153727547561516e-04
	2.999913731973191e-01
	3.000000000000000e-01

 288	2.163727547561516e-04
	2.998689663834245e-01
	3.000000000000000e-01

 289	2.173727547561516e-04
	2.999992667200572e-01
	3.000000000000000e-01

 290	2.183727547561516e-04
	2.998650702339134e-01
	3.000000000000000e-01

 291	2.193727547561516e-04
	3.000018763242251e-01
	3.000000000000000e-01

 292	2.203727547561516e-04
	2.998637579841440e-01
	3.000000000000000e-01

 293	2.213727547561516e-04
	3.000030758658369e-01
	3.000000000000000e-01

 294	2.223727547561516e-04
	2.998633016661277e-01
	3.000000000000000e-01

 295	2.233727547561516e-04
	3.000033209994712e-01
	3.000000000000000e-01

 296	2.243727547561516e-04
	2.998637090031452e-01
	3.000000000000000e-01

 297	2.253727547561516e-04
	3.000027137035279e-01
	3.000000000000000e-01

 298	2.263727547561516e-04
	2.998647855333263e-01
	3.000000000000000e-01

 299	2.273727547561516e-04
	3.000015221099114e-01
	3.000000000000000e-01

 300	2.283727547561516e-04
	2.998663125760785e-01
	3.000000000000000e-01

 301	2.293727547561516e-04
	2.999999294074426e-01
	3.000000000000000e-01

 302	2.303727547561516e-04
	2.998681607467236e-01
	3.000000000000000e-01

 303	2.313727547561516e-04
	2.999980490692594e-01
	3.000000000000000e-01

 304	2.323727547561516e-04
	2.998702373933118e-01
	3.000000000000000e-01

 305	2.333727547561516e-04
	2.999959697023258e-01
	3.000000000000000e-01

 306	2.343727547561516e-04
	2.998724674948250e-01
	3.000000000000000e-01

 307	2.353727547561516e-04
	2.999937600874761e-01
	3.000000000000000e-01

 308	2.363727547561516e-04
	2.998747939026818e-01
	3.000000000000000e-01

 309	2.373727547561516e-04
	2.999914725309240e-01
	3.000000000000000e-01

 310	2.383727547561516e-04
	2.998771713047891e-01
	3.000000000000000e-01

 311	2.393727547561516e-04
	2.999891480216869e-01
	3.000000000000000e-01

 312	2.403727547561515e-04
	2.998795649817625e-01
	3.000000000000000e-01

 313	2.413727547561515e-04
	2.999868179983365e-01
	3.000000000000000e-01

 314	2.423727547561515e-04
	2.998819471615137e-01
	3.000000000000000e-01

 315	2.433727547561515e-04
	2.999845075120434e-01
	3.000000000000000e-01

 316	2.443727547561515e-04
	2.998842966225658e-01
	3.000000000000000e-01

 317	2.453727547561516e-04
	2.999822347229205e-01
	3.000000000000000e-01

 318	2.463727547561516e-04
	2.998865979953443e-01
	3.000000000000000e-01

 319	2.473727547561516e-04
	2.999800133213891e-01
	3.000000000000000e-01

 320	2.483727547561516e-04
	2.998888394971815e-01
	3.000000000000000e-01

 321	2.493727547561517e-04
	2.999778533453913e-01
	3.000000000000000e-01

 322	2.503727547561517e-04
	2.998910129418241e-01
	3.000000000000000e-01

 323	2.513727547561517e-04
	2.999757621120107e-01
	3.000000000000000e-01

 324	2.523727547561517e-04
	2.998931117638758e-01
	3.000000000000000e-01

 325	2.533727547561518e-04
	2.999737447495446e-01
	3.000000000000000e-01

 326	2.543727547561518e-04
	2.998951328028824e-01
	3.000000000000000e-01

 327	2.553727547561518e-04
	2.999718036917485e-01
	3.000000000000000e-01

 328	2.563727547561518e-04
	2.998970734025800e-01
	3.000000000000000e-01

 329	2.573727547561519e-04
	2.999699416448089e-01
	3.000000000000000e-01

 330	2.583727547561519e-04
	2.998989326898064e-01
	3.000000000000000e-01

 331	2.593727547561519e-04
	2.999681577350122e-01
	3.000000000000000e-01

 332	2.603727547561519e-04
	2.999007114788311e-01
	3.000000000000000e-01

 333	2.613727547561519e-04
	2.999664520880032e-01
	3.000000000000000e-01

 334	2.623727547561520e-04
	2.999024104807078e-01
	3.000000000000000e-01

 335	2.633727547561520e-04
	2.999648228041437e-01
	3.000000000000000e-01

 336	2.643727547561520e-04
	2.999040317654708e-01
	3.000000000000000e-01

 337	2.653727547561520e-04
	2.999632688687428e-01
	3.000000000000000e-01

 338	2.663727547561521e-04
	2.999055763231063e-01
	3.000000000000000e-01

 339	2.673727547561521e-04
	2.999617883324838e-01
	3.000000000000000e-01

 340	2.683727547561521e-04
	2.999070466812613e-01
	3.000000000000000e-01

 341	2.693727547561521e-04
	2.999603789140202e-01
	3.000000000000000e-01

 342	2.703727547561522e-04
	2.999084459351274e-01
	3.000000000000000e-01

 343	2.713727547561522e-04
	2.999590369500572e-01
	3.000000000000000e-01

 344	2.723727547561522e-04
	2.999097772487840e-01
	3.000000000000000e-01

 345	2.733727547561522e-04
	2.999577607208810e-01
	3.000000000000000e-01

 346	2.743727547561523e-04
	2.999110421394716e-01
	3.000000000000000e-01

 347	2.753727547561523e-04
	2.999565475310971e-01
	3.000000000000000e-01

 348	2.763727547561523e-04
	2.999122445077685e-01
	3.000000000000000e-01

 349	2.773727547561523e-04
	2.999553939285157e-01
	3.000000000000000e-01

 350	2.783727547561524e-04
	2.999133867297779e-01
	3.000000000000000e-01

 351	2.793727547561524e-04
	2.999542982667922e-01
	3.000000000000000e-01

 352	2.803727547561524e-04
